Comment_Text,Source_Row_Index,CKIP_Analysis_Text,CKIP_Matched_Pairs,CKIP_Matched_Pair_Count,CKIP_Matched_Sentences
The way Faye woke up reminds me of that meme about waking mom vs waking dad 😂😂😂😂.,142,Faye 醒來的方式讓我想起了那個關於叫醒媽媽和叫醒爸爸的表情包😂😂😂😂。,方式|醒來,1,Faye  醒來 的 方式 讓 我 想起 了 那 個 關於 叫醒 媽媽 和 叫醒 爸爸 的 表情包 😂 😂 😂 😂
I love this perspective of “Resting in peace”,143,我喜歡這種「安息」的觀點,觀點|安息,1,我 喜歡 這 種 「 安息 」 的 觀點
2:54 mom I missed the bus.,144,2:54 媽媽，我錯過了公車。,,0,
"What if when Odin peaked into the rift in his study, Faye was on the otherside and poked his eye out?",145,如果當奧丁發現他書房裡的裂縫時，費耶在另一邊伸出了他的眼睛怎麼辦？,眼睛|怎麼辦,1,如果 當 奧丁 發現 他 書房 裡 的 裂縫 時 ， 費耶 在 另 一 邊 伸出 了 他 的 眼睛 怎麼辦
This is genuinely insane holy,146,這真是瘋狂的神聖,,0,
That time I Got Reincarnated As A Cube,147,那次我轉世為方塊,,0,
We got Mom of Boy before GTA 6,148,GTA 6 之前我們就有了男孩的媽媽,,0,
",, Watch your tone CUBE''",149,",,注意你的語氣立方''",語氣|注意; 語氣|立方,2,", , 注意 你 的 語氣 立方 ''"
This actually looks like a movie game,150,這實際上看起來像電影遊戲,遊戲|實際; 電影|實際,2,這 實際 上 看起來 像 電影 遊戲
So we're not going to talk about the mind-blowing visuals?  This is what I expected from PS4 to PS5 from the beginning.,151,那我們不打算談論令人興奮的視覺效果嗎？  這就是我從一開始就對PS4到PS5的期望。,人|興奮; 效果|興奮; 視覺|興奮,3,那 我們 不 打算 談論 令 人 興奮 的 視覺 效果 嗎
"2018: Hughie
2026: Cubhie",152,"2018：休伊
2026：庫比",,0,
"""Find your way home, you are FREE.""
 - Kratos",153,"“找到回家的路，你是自由的。”
 - 奎托斯",路|自由,1,“ 找到 回家 的 路 ， 你 是 自由 的
She took kratos agility to the after life 😭,154,她將奎托斯的敏捷帶到了來世,奎托斯|敏捷,1,她 將 奎托斯 的 敏捷 帶到 了 來世
People tend to forget that she went toe to toe with Thor and Kratos,155,人們往往會忘記她與托爾和奎托斯的正面交鋒,人們|忘記; 奎托斯|忘記; 托爾|忘記,3,人們 往往 會 忘記 她 與 托爾 和 奎托斯 的 正面 交鋒
Meeting the Egyptian (Sekhmet)and Mongolian(Begtse) GODS OF WAR off Rip is pure GOLD!,156,在 Rip 上遇見埃及（Sekhmet）和蒙古（Begtse）戰神簡直就是黃金！,,0,
"1. Designers need new character.
2. Designers open new document in Blender.
3. Character completed.",157,"1.設計師需要新的性格。
2. 設計師在Blender中開啟新文件。
3.角色完成。",性格|新; 性格|需要; 文件|新; 設計師|新; 設計師|需要,5,1. 設計師 需要 新 的 性格 || 2.  設計師 在 Blender 中 開啟 新 文件
the meeting with Ares is gonna be an interesting dialogue,158,與阿瑞斯的會面將會是一場有趣的對話,對話|有趣,1,與 阿瑞斯 的 會面 將 會 是 一 場 有趣 的 對話
Do not let Kratos see 11:29,159,別讓奎托斯看到 11:29,,0,
"So that's what Kratos meant by, ""She fought beautifully.""",160,這就是奎托斯所說的「她打得很漂亮」的意思。,意思|漂亮,1,這 就 是 奎托斯 所 說 的 「 她 打 得 很 漂亮 」 的 意思
TAKE MY MONEY NOW!,161,現在就拿走我的錢吧！,,0,
"The game no one was expecting,  everyone was saying next will be the boy's journey",162,這場比賽沒有人期待，所有人都在說接下來將是男孩的旅程,人|期待; 比賽|期待,2,這 場 比賽 沒有 人 期待 ， 所有人 都 在 說 接下來 將 是 男孩 的 旅程
"Kratos made it very clear that he was obsessed with his wife's strength, and he wasn't joking.",163,奎托斯明確表示他迷戀妻子的力量，他並不是開玩笑。,奎托斯|明確; 妻子|明確,2,奎托斯 明確 表示 他 迷戀 妻子 的 力量 ， 他 並 不 是 開玩笑
Laufey has upskilled from a top selling musician to top selling video game,164,勞菲 (Laufey) 從最暢銷的音樂家晉升為最暢銷的視頻遊戲,視頻|暢銷; 遊戲|暢銷; 音樂家|暢銷,3,勞菲  ( Laufey )   從 最 暢銷 的 音樂家 晉升為 最 暢銷 的 視頻 遊戲
"Man, it's going to be so cinematic when both she and kratos fight together.",165,夥計，當她和奎托斯一起戰鬥時，場面會非常電影化。,場面|電影化,1,夥計 ， 當 她 和 奎托斯 一起 戰鬥 時 ， 場面 會 非常 電影化
"""The afterlife for the gods""

Faye is going to meet THE family

Edit: I accidentally thought her name was Freya and I edited it out. Really sorry, it’s been years since I’ve played the Norse saga 😭🙏",166,"“諸神的來世”

菲伊要去見家人

編輯：我無意中以為她的名字是弗雷亞，所以我把它刪掉了。我真的很抱歉，我已經好幾年沒玩挪威傳奇了😭🙏",,0,
"""She could fight, beautifully...""

———Kratos",167,"“她可以戰鬥，非常漂亮…”

———奎托斯",,0,
"I have a gut feeling that after the epilogue, we'll get an end credit scene showing Faye meets a grown up Artreus",168,我有一種直覺，在尾聲之後，我們會得到一個片尾字幕場景，顯示費伊遇到了成年的阿特勒斯,場景|顯示; 字幕|顯示; 片尾|顯示; 費伊|成年; 費伊|顯示; 阿特勒斯|成年,6,我 有 一 種 直覺 ， 在 尾聲 之後 ， 我們 會 得到 一 個 片尾 字幕 場景 ， 顯示 費伊 遇到 了 成年 的 阿特勒斯
I will buy this.,169,我會買這個。,,0,
looks like karen should teach matt that double jump combo,170,看起來凱倫應該教馬特雙跳組合,,0,
"2018: BOY!
2026: OI HUGHIE!",171,"2018：天啊！
2026：哎呀休吉！",,0,
Kratos wasn’t lying when he said she fought beautifully,172,奎托斯說她打得漂亮，他並沒有說謊,奎托斯|漂亮,1,奎托斯 說 她 打 得 漂亮 ， 他 並 沒有 說謊
This was incredible,173,這太不可思議了,,0,
I can't wait for Frank to give me the answer to every puzzle after 30 seconds,174,我迫不及待地想讓弗蘭克在 30 秒後給我每個謎題的答案,,0,
So she was pretty much working overtime for two entire games basically being the Doomslayer 😭🔥,175,所以她幾乎是在加班完成了兩場比賽，基本上就是末日殺手😭🔥,,0,
0:11 legit had to double take the mourning dove call because we have those all around where I live,176,0:11 我必須仔細聆聽哀鴿的叫聲，因為我住的地方到處都是鴿子的叫聲,叫聲|仔細; 叫聲|哀鴿,2,0:11   我 必須 仔細 聆聽 哀鴿 的 叫聲 ， 因為 我 住 的 地方 到處 都 是 鴿子 的 叫聲
Can’t stop rewatching this! Gets better each time!,177,無法停止重看這部！每次都變得更好！,,0,
that big tiger thing lost all of its aura when it entered creative mode to fly away,178,那隻大老虎在進入創意模式飛走時就失去了所有的氣場,創意|大; 模式|大; 老虎|大,3,那 隻 大 老虎 在 進入 創意 模式 飛走 時 就 失去 了 所有 的 氣場
Yeah i see why Kratos fell for this woman.,179,是的，我明白為什麼奎托斯會愛上這個女人了。,奎托斯|明白,1,是 的 ， 我 明白 為什麼 奎托斯 會 愛上 這 個 女人 了
The hair tech is insane,180,頭髮技術太瘋狂了,技術|瘋狂; 頭髮|瘋狂,2,頭髮 技術 太 瘋狂 了
give concord my regards,181,代我問候康科德,,0,
"""Oii Hughie..You ain't Lenny..why you a cube innit!""",182,“Oii Hughie..你不是Lenny..為什麼你是個立方體！”,,0,
"Frank: Karen, are you here with me.
Karen: yeah, frank I'm here.",183,"法蘭克：凱倫，你在我身邊嗎？
凱倫：是的，坦白說，我在這裡。",凱倫|坦白,1,凱倫 ： 是 的 ， 坦白 說 ， 我 在 這裡
"no wonder thor run away from her when they fought, she's a wild fighter",184,難怪托爾在戰鬥時會逃離她，她是一個狂野的戰士,戰士|狂野,1,難怪 托爾 在 戰鬥 時 會 逃離 她 ， 她 是 一 個 狂野 的 戰士
"So the mask Atreus was re constructing, would have taken Odin here???",185,所以阿特柔斯正在重建的面具會把奧丁帶到這裡？ ？ ？,,0,
"Welcome back, HEAVENLY SWORD.",186,歡迎回來，天劍。,,0,
"Kratos: ""Find your way home""
Faye: DOUBLE JUMP + DIVING ATTACK!",187,"奎托斯：“找到回家的路”
Faye：二段跳+跳水攻擊！",,0,
wife of war,188,戰爭的妻子,,0,
"Amazing!
I imagine this is a transition between the Norse Saga and the Egyptian saga!",189,"驚人的！
我想這是挪威傳奇和埃及傳奇之間的過渡吧！",,0,
Laufey: Born Again,190,勞菲：重生,勞菲|重生,1,勞菲 ： 重生
The cube was an insanely bizarre choice for a character.,191,對於一個角色來說，立方體是一個極其奇怪的選擇。,立方體|奇怪,1,對於 一 個 角色 來 說 ， 立方體 是 一 個 極其 奇怪 的 選擇
I hope she sees Kratos when he went through the light of Alfhiem.,192,我希望當奎托斯穿過阿爾菲姆之光時她能看到他。,奎托斯|希望; 阿爾菲姆|希望,2,我 希望 當 奎托斯 穿過 阿爾菲姆 之 光 時 她 能 看到 他
so she does fight beautifully,193,所以她打架確實很漂亮,,0,
"Trailer ❌
Walkthrough ✅",194,"預告片❌
演練 ✅",,0,
She is the wife of Kratos not doubt.,195,毫無疑問，她是奎托斯的妻子。,,0,
'X to wake up' feels like the new 'F to pay respects'.,196,「X 醒來」感覺就像新的「F 表示敬意」。,感覺|新; 感覺|醒來; 敬意|新,3,「 X  醒來 」 感覺 就 像 新 的 「 F  表示 敬意 」
Arteus genes are more cracked than we all thought,197,阿特烏斯基因比我們想像的更破碎,阿特烏斯基因|想像,1,阿特烏斯基因 比 我們 想像 的 更 破碎
"Kratos: she is resting now boy..

Faye in the afterlife:",198,"奎托斯：孩子，她現在正在休息…

來世的菲：",,0,
"I think a lot about Heavenly Sword, i love it",199,我對倚天劍想到了很多，我喜歡它,,0,
"Hearing Hughie's voice, I can't help but call him Cubeie 😂",200,聽到Hughie的聲音，我忍不住叫他Cubeie😂,,0,
I’m just waiting for CookingWithKratos to break all this down,201,我只是在等待 CookingWithKratos 來打破這一切,,0,
Oh the Amount of ALL of the angry inlaw's she's about to meet.,202,哦，她即將遇到的憤怒的姻親的數量。,姻親|憤怒; 數量|憤怒,2,哦 ， 她 即將 遇到 的 憤怒 的 姻親 的 數量
"all the comments about her having air combos and kratos doesnt, i am guessing your all forgetting she is in the afterlife where those rules no longer apply.",203,所有關於她有空中連擊而奎托斯沒有的評論，我猜你們都忘記了她在來世，那些規則不再適用。,,0,
"The fact that she can jump, I feel like this will be a prototype for the remake of The original trilogy",204,她會跳，我覺得這會是翻拍原版三部曲的原型,原版|覺得,1,她 會 跳 ， 我 覺得 這 會 是 翻拍 原版 三部曲 的 原型
Kratos jointing forces with Wukong to beef with the celestial Chinese gods would be crazy,205,奎托斯聯手悟空向中國天神發脾氣，這太瘋狂了,天神|悟空; 天神|瘋狂; 天神|聯手; 奎托斯|悟空; 奎托斯|聯手,5,奎托斯 聯手 悟空 向 中國 天神 發脾氣 ， 這 太 瘋狂 了
It’s like the Egyptian pantheon has blockaded access to the other afterlifes.,206,這就像埃及萬神殿封鎖了通往其他來世的通道。,,0,
Wow!! I really like her style of fighting they did amazing job on it! Very fast and smooth,207,哇！ ！我真的很喜歡她的戰鬥風格，他們做得非常出色！非常快速和流暢,風格|喜歡,1,我 真的 很 喜歡 她 的 戰鬥 風格 ， 他們 做 得 非常 出色
"If Laufey comes back to life at the end of the game, then the one who blew the horn to summon the snake when Kratos was carrying the sick Atreus was Laufey🤯",208,如果遊戲最後勞菲復活了，那麼當奎托斯懷著生病的阿特柔斯時吹響號角召喚蛇的人就是勞菲🤯,勞菲|復活; 奎托斯|復活; 奎托斯|生病; 號角|生病; 遊戲|復活; 阿特柔斯|生病,6,如果 遊戲 最後 勞菲 復活 了 ， 那麼 當 奎托斯 懷 著 生病 的 阿特柔斯 時 吹響 號角 召喚 蛇 的 人 就 是 勞菲 🤯
Poor Frank Castle he’s gonna be suffering as a cube.,209,可憐的弗蘭克·卡斯爾，他會像個立方體一樣受苦。,弗蘭克·卡斯爾|可憐; 立方體|一樣; 立方體|受苦,3,可憐 的 弗蘭克·卡斯爾 ， 他 會 像 個 立方體 一樣 受苦
"17:42 lol, that sounded like he just declared 'mortal kombat' just there and then.",210,17:42 哈哈，聽起來他剛剛宣布了「真人快打」。,,0,
Kratos will return in Avengers: Doomsday,211,奎托斯將在《復仇者聯盟：世界末日》中回歸,,0,
This is what happens when you don't delete the default cube.,212,這是當您不刪除預設多維資料集時會發生的情況。,,0,
"Thor:  ""This feels .. familiar..""",213,托爾：“這感覺……熟悉……”,,0,
"7:09 ""before time began, there was the cube...""",214,7:09 “在時間開始之前，就有了立方體…”,,0,
Soundtrack on this is just awesome,215,這首歌的配樂真是太棒了,歌|棒; 配樂|棒,2,這 首 歌 的 配樂 真是 太 棒 了
And to think she wielded the Leviathan Axe😳😳,216,想想她揮舞著利維坦斧😳😳,,0,
I can tell why Kratos fell for her,217,我知道奎托斯為何愛上她,奎托斯|知道,1,我 知道 奎托斯 為何 愛上 她
"Kratos, Atreus, Mimir
Laufey, Sword, Cube",218,"奎托斯、阿特柔斯、密米爾
勞菲、劍、立方體",,0,
This looks incredible! I can't wait to play this 😍🥰🎉!,219,這看起來不可思議！我迫不及待想玩這個😍🥰🎉！,,0,
"Boy's locker room: ""I'm lifting 5 more pounds than I did last week!""

Girl's locker room:",220,"男孩更衣室：“我比上週多舉了 5 磅！”

女生更衣室：",,0,
An appreciation comment for the foley and sound effects. Beautiful.,221,對擬音和音效的讚賞評論。美麗的。,,0,
"Marriage ceremony:
“I, Laufey, give you my leviathan axe, as a symbol that you hold what is most precious to me, my heart.”

“And in turn I, Kratos, give you my air combos and double jump, to symbolize a man who is grounded, and has finally found his home”",222,"結婚儀式：
“我，勞菲，給你我的利維坦斧頭，作為你擁有我最珍貴的東西，我的心的象徵。”

“反過來，我，奎托斯，給你我的空中連擊和二段跳，象徵著一個被腳踏實地的人，終於找到了自己的家”",人|腳踏實地; 東西|珍貴,2,“ 我 ， 勞菲 ， 給 你 我 的 利維坦 斧頭 ， 作為 你 擁有 我 最 珍貴 的 東西 ， 我 的 心 的 象徵 || “ 反過來 ， 我 ， 奎托斯 ， 給 你我 的 空中 連擊 和 二 段 跳 ， 象徵 著 一 個 被 腳踏實地 的 人 ， 終於 找到 了 自己 的 家 ”
ain’t even been in the afterlife for an hour and she walking mfs down LIKE WHAT,223,來世還不到一個小時，她就這樣走下來,小時|這樣,1,來世 還 不到 一 個 小時 ， 她 就 這樣 走下來
"At the end of their journey, Kratos and Loki will arrive in Egypt, open the portal to the underworld, and rescue Fey.",224,在旅程的最後，奎托斯和洛基將抵達埃及，打開通往地下世界的大門，並拯救菲伊。,,0,
"Cube, 2 seconds after Faye enters a room: ""Faye, that door is locked! Maybe there is a key nearby? But what do I know, im just a cube, lol""",225,立方體，Faye 進入房間後 2 秒：“Faye，那扇門鎖著！也許附近有一把鑰匙？但我知道什麼，我只是一個立方體，哈哈”,,0,
"Thor: look at you Kratos trying to remember your old moves

Kratos: 💀",226,"雷神：看看你，奎托斯努力記住你以前的動作

奎托斯：💀",動作|努力; 動作|記住; 奎托斯|努力; 奎托斯|記住,4,雷神 ： 看看 你 ， 奎托斯 努力 記住 你 以前 的 動作
I can see why the killer of Gods fell in love with feye,227,我明白為什麼弒神者會愛上菲耶了,者|明白,1,我 明白 為什麼 弒神 者 會 愛上 菲耶 了
“She fought…beautifully”,228,“她打得很漂亮…”,,0,
"“You’re a cube… talking.”

Welcome back Forspoken",229,"“你是一個立方體……會說話。”

歡迎回來",,0,
"Laufey's face is one of the most realistic thing I have ever seen in a game after death stranding character models, nothing else comes close",230,勞菲的臉是我在死亡擱淺角色模型之後在遊戲中見過的最真實的東西之一，沒有其他東西可以與之媲美,東西|真實; 模型|擱淺; 模型|死亡; 臉|擱淺; 臉|死亡; 角色|擱淺; 角色|死亡; 遊戲|擱淺,8,勞菲 的 臉 是 我 在 死亡 擱淺 角色 模型 之後 在 遊戲 中 見 過 的 最 真實 的 東西 之 一 ， 沒有 其他 東西 可以 與 之 媲美
"Okay, you won me over with the Jump button.",231,好吧，你用“跳躍”按鈕贏得了我的青睞。,,0,
IS THAT KAREN PAGE!!,232,那是凱倫·佩吉嗎？,,0,
"“Guys we need a original design for this new character”
-“I was playing Minecraft yesterday, and I think I have an idea”",233,"“夥計們，我們需要為這個新角色進行原創設計”
-“我昨天在玩《我的世界》，我想我有一個主意”",們|需要; 夥計|需要; 角色|新; 角色|需要; 設計|新,5,“ 夥計 們 ， 我們 需要 為 這 個 新 角色 進行 原創 設計 ”
"Kratos : she fought beautifully and stalemated me..
Also Kratos: she was mortal..",234,"奎托斯：她打得很漂亮，讓我陷入僵局。
還有奎托斯：她是凡人..",僵局|漂亮,1,奎托斯 ： 她 打 得 很 漂亮 ， 讓 我 陷入 僵局
I’m so glad there’s a jump button again,235,我很高興又有了跳躍按鈕,按鈕|高興,1,我 很 高興 又 有 了 跳躍 按鈕
"Kratos: ""May you find peace""

*The peace in question*",236,"奎托斯：“願你找到平靜”

*所討論的和平*",奎托斯|願,1,奎托斯 ： “ 願 你 找到 平靜 ”
That final finisher was sick AF,237,最後的終結者病了 AF,者|病,1,最後 的 終結 者 病 了  A F
"I like that Faye is officially getting her own game, but now I have more questions than answers about Sekmet and the afterlife of the gods.",238,我喜歡 Faye 正式推出自己的遊戲，但現在我對 Sekmet 和諸神的來世的疑問多於答案。,遊戲|正式,1,我 喜歡  Faye  正式 推出 自己 的 遊戲 ， 但 現在 我 對  Sekmet  和 諸 神 的 來世 的 疑問 多於 答案
"You've seen Dad of Boy, now introducing Mom of Cube",239,你已經看過《男孩的爸爸》，現在介紹《立方體的媽媽》,,0,
imagine what kratos will do to them when he see this,240,想像奎托斯看到這個後會對他們做什麼,奎托斯|想像,1,想像 奎托斯 看到 這 個 後會 對 他們 做 什麼
Fey really took all of Kratos' combat aura. This is how I remember Kratos moving back in the day.,241,菲確實吸收了奎托斯所有的戰鬥光環。這就是我記得奎托斯當年搬回來的情景。,奎托斯|記得; 情景|記得,2,這 就 是 我 記得 奎托斯 當年 搬回來 的 情景
Thanks for this art,242,感謝這門藝術,藝術|感謝,1,感謝 這 門 藝術
"One word you can say to Laufey and Kratos: ""You are very shiny today""",243,你可以對勞菲和奎托斯說一句話：“你們今天非常閃亮”,,0,
i like how they include Feye's motifs into a combat version music.,244,我喜歡他們將費耶的主題融入戰鬥版本的音樂中。,主題|喜歡; 費耶|喜歡,2,我 喜歡 他們 將 費耶 的 主題 融入 戰鬥 版本 的 音樂 中
"Neat, Atreus' mother got isekai'ed.",245,好吧，阿特柔斯的母親被異世界了。,母親|好; 阿特柔斯|好,2,好 吧 ， 阿特柔斯 的 母親 被 異世界 了
"i say this to every upcoming game, please focus more on animations with cut scenes more than graphics, graphics does matter but animation has to be the top priority.",246,我對每一款即將推出的遊戲都這麼說，請更專注於帶有過場動畫的動畫而不是圖形，圖形確實很重要，但動畫必須是重中之重。,動畫|專注; 動畫|重; 動畫|重要; 圖形|重要; 重中|重,5,我 對 每 一 款 即將 推出 的 遊戲 都 這麼 說 ， 請 更 專注 於 帶有 過場 動畫 的 動畫 而 不 是 圖形 ， 圖形 確實 很 重要 ， 但 動畫 必須 是 重中 之 重
"7:00 ""BEFORE TIME BEGAN... THERE WAS.... THE CUBE""",247,7:00 “在時間開始之前…有…立方體”,,0,
"If they made a game for Kratos' wife, they can make a game for Deimos or Thor himself the possibilities are endless.",248,如果他們為奎托斯的妻子製作遊戲，他們可以為火衛二或託爾本人製作遊戲，可能性是無限的。,可能性|無限; 遊戲|無限,2,如果 他們 為 奎托斯 的 妻子 製作 遊戲 ， 他們 可以 為 火衛二 或 託爾 本人 製作 遊戲 ， 可能性 是 無限 的
Out of all names you name the cube him frank,249,在所有的名字中，你將立方體命名為他弗蘭克,,0,
I love how airy and magical her fighting style is,250,我喜歡她輕快而神奇的戰鬥風格,風格|神奇; 風格|輕快,2,我 喜歡 她 輕快 而 神奇 的 戰鬥 風格
"Ok, I think I understand how Faye stalemated* Thor and Kratos*",251,好吧，我想我明白費耶是如何陷入僵局的*托爾和奎托斯*,僵局|明白; 費耶|明白,2,好 吧 ， 我 想 我 明白 費耶 是 如何 陷入 僵局 的 * 托爾 和 奎托斯 *
didn't expect a minecraft slime called frank to be this epic but here i am,252,沒想到一個叫做法蘭克的《我的世界》史萊姆會如此史詩般，但我在這裡,史萊姆|如此; 史詩|如此,2,沒想到 一 個 叫做 法蘭克 的 《 我 的 世界 》 史萊姆 會 如此 史詩 般 ， 但 我 在 這裡
Karen and Frank in another universe,253,凱倫和弗蘭克在另一個宇宙,,0,
Thank you so much 🙏 for making this beautiful advancement,254,非常感謝🙏取得如此美好的進步,,0,
Karen spent all that time getting saved by Daredevil when she could have been saving him.,255,凱倫花了所有的時間去救夜魔俠，而她本來可以拯救他的。,,0,
"She Fought beautifully And also Took my Double Jump

Kratos:",256,"她打得很漂亮，還奪走了我的二段跳

奎托斯：",,0,
Devil May Cry 6: Laufey's Awakening,257,鬼泣6：勞菲的覺醒,勞菲|覺醒; 鬼泣|覺醒,2,鬼泣 6 ： 勞菲 的 覺醒
"Flowers, goofy animals, goofy enemies, what am I looking at?",258,鮮花、傻乎乎的動物、傻傻的敵人，我在看什麼？,動物|傻乎乎; 動物|傻傻; 敵人|傻傻; 鮮花|傻乎乎,4,鮮花 、 傻乎乎 的 動物 、 傻傻 的 敵人 ， 我 在 看 什麼
"Mom of War
(Imagine they revealed it on mothers day)",259,"戰爭之母
（想像他們在母親節透露了這一點）",,0,
"As I clicked on the video I was literally thinking ""man it would be really funny if they gave her a double jump""",260,當我點擊視頻時，我真的在想“夥計，如果他們給她一個二段跳，那就太有趣了”,,0,
A cube are you kidding me 😭,261,立方體你在開玩笑嗎？,,0,
amazing,262,驚人的,,0,
5:50 if atreus is not eating his vegetables....,263,5:50 如果阿特柔斯不吃蔬菜......,,0,
I have a theory she will escape at the gate and then when Atreus is looking for more giants he comes across her,264,我有一個理論，她會在門口逃跑，然後當阿特柔斯尋找更多巨人時，他遇到了她,,0,
So this is where air combos are,265,這就是空中連擊的所在,,0,
"If this is Deborah Ann Woll voicing the character, then I am really excited for the game.",266,如果這是黛博拉安沃爾為這個角色配音，那麼我對這款遊戲感到非常興奮。,遊戲|感到; 遊戲|興奮,2,如果 這 是 黛博拉安沃爾 為 這 個 角色 配音 ， 那麼 我 對 這 款 遊戲 感到 非常 興奮
"Kratos: ""She fought beautifully""

And she does!",267,"奎托斯：“她打得很漂亮”

她做到了！",,0,
Hughie went from a square to bein’ “The Cube”. 😂🤣,268,休伊從一個廣場變成了「立方體」。 😂🤣,,0,
"Karen: Did the Cube just talk?
Frank: Let me tell you something!",269,"凱倫：立方體剛才說話了嗎？
法蘭克：讓我告訴你一件事！",,0,
This is taking me back to early ps4 era,270,這讓我回到了早期的 PS4 時代,,0,
The fact that both of these new god's are god's of war in their mythology is kinda funny to me,271,事實上，這兩個新神都是神話中的戰爭之神，這對我來說有點有趣,,0,
That went from feeling like Red Sonja to She-Ra real quick.,272,感覺很快就從紅色索尼婭變成了希拉。,紅色|快; 紅色|感覺; 索尼婭|快,3,感覺 很 快 就 從 紅色 索尼婭 變成 了 希拉
"Kratos: ""My wife was mortal.""

Faye: Does...all of this.

Kratos: ""Mortals can do that.""",273,"奎托斯：“我的妻子是凡人。”

Faye：是……所有這些。

奎托斯：“凡人都能做到。”",,0,
Please tell me that the lovely creature that helped her at the beginning is still alive😣😣😣,274,請告訴我當初幫助她的可愛生物還活著😣😣😣,生物|可愛; 生物|活,2,請 告訴 我 當初 幫助 她 的 可愛 生物 還 活 著 😣😣 😣
"""We have Heavenly Sword at home.""",275,Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.,,0,
Kratos will tear this red guy,276,奎托斯會撕裂這個紅衣傢伙,,0,
I love how she looks like someone’s wife and mother 😭,277,我喜歡她看起來像某人的妻子和母親😭,某人|喜歡,1,我 喜歡 她 看起來 像 某人 的 妻子 和 母親 😭
I never thought I'd see Angron fight Kratos' wife lol,278,我從沒想過我會看到安格隆與奎托斯的妻子戰鬥，哈哈,,0,
That “Find your way home” gave me chills dude,279,那個「找到回家的路」讓我不寒而慄,路|不寒而慄,1,那 個 「 找到 回家 的 路 」 讓 我 不寒而慄
4:21 JUMP💀,280,4:21 跳躍💀,,0,
I can't take that cube seriously lol,281,我不能認真對待那個立方體哈哈,立方體|認真,1,我 不能 認真 對待 那 個 立方體 哈哈
Looks amazing!!!,282,看起來棒極了！,,0,
"I'm really not sure how I feel about a literal Companion Cube though, it looks goofy AF.",283,我真的不確定我對 Companion Cube 的感覺如何，它看起來很愚蠢。,感覺|如何,1,我 真的 不 確定 我 對  Companion  Cube  的 感覺 如何 ， 它 看起來 很 愚蠢
"The one lady who could get away with saying ""You know who my husband is?""",284,一位可以說「你知道我先生是誰嗎？」的女士。,先生|知道,1,一 位 可以 說 「 你 知道 我 先生 是 誰 嗎
This game is like the equivalent of the “Average Wolverine subplot” meme,285,這個遊戲就像“平均金剛狼次要情節”模因,情節|平均; 模因|平均; 遊戲|平均; 金剛狼|平均,4,這 個 遊戲 就 像 “ 平均 金剛狼 次要 情節 ” 模因
We are so back,286,我們就這樣回來了,,0,
Twitter is going to be a Warzone,287,Twitter 將成為戰區,,0,
"6:12 Finally, Now I know where  Kratos gets the habit of treating  coffins ⚰️ as Treasure Chest LOL😂😂😆",288,6:12 終於知道奎托斯從哪裡養成了把棺材⚰️當作寶箱的習慣了哈哈😂😂😆,奎托斯|知道,1,6:12  終於 知道 奎托斯 從 哪裡 養成 了 把 棺材 ⚰️ 當作 寶箱 的 習慣 了 哈哈 😂😂 😆
This implies she'll probably meet Baldur,289,這意味著她可能會遇到巴德,,0,
"That sword has a dragon on the end of it. Hmmm what magical swords in history is linked to dragon? ""PENDRAGON"" its king Auther's Sword  and the Everywhen is a place where All magic lives...",290,那把劍的末端有一條龍。嗯，歷史上有哪些神劍與龍有關？ 「PENDRAGON」它的國王奧瑟之劍和無處不在是所有魔法居住的地方...,,0,
This is what karen page is doing instead of helping daredevil,291,這就是凱倫佩奇正在做的事情，而不是幫助冒失鬼,,0,
So that's where Kratos's double jump comboes went.,292,這就是奎托斯的二段跳組合的用處。,,0,
"""Not your boss, Frank"" from Deborah Ann Woll made me giggle
Wonder if she insisted on the name",293,"黛博拉·安沃爾的“不是你的老闆，弗蘭克”讓我咯咯笑
不知道她是否堅持要這個名字",名字|堅持,1,不 知道 她 是否 堅持 要 這 個 名字
this is so freaking awesome oh i am in love with this gameplay,294,這太棒了哦我愛上了這個遊戲,,0,
If this is the afterlife of the gods then there is a strong possibility we’ll see some of the Greek gods return,295,如果這是眾神的來世，那麼我們很有可能會看到一些希臘眾神回歸,,0,
"Out of all the designs they could've come up with, they literally chose a cube",296,在他們能想到的所有設計中，他們實際上選擇了一個立方體,設計|實際,1,在 他們 能 想到 的 所有 設計 中 ， 他們 實際 上 選擇 了 一 個 立方體
"BEFORE TIME BEGAN, THERE WAS…

THE CUBE",297,"在時間開始之前，有…

立方體",,0,
"Purple on logo, purple on cover art, too much purple in game is always a sign- and signal!",298,標誌上的紫色，封面上的紫色，遊戲中過多的紫色始終是一個標誌和信號！,,0,
